Gesture_record,Morph,Recording_number,Body_part,Contact_recipient,Lateral_use,Repetition
Gesture_record_15,NA,Recording_number_447,Body_part_9,Contact_recipient_7,NA,NA
Gesture_record_18,Morph_100,Recording_number_854,Body_part_5,NA,NA,NA
Gesture_record_57,Morph_19,Recording_number_505,Body_part_10,Contact_recipient_6,NA,NA
Gesture_record_18,Morph_100,Recording_number_179,Body_part_5,NA,NA,NA
Gesture_record_39,Morph_36,Recording_number_1956,Body_part_12,NA,NA,NA
Gesture_record_53,Morph_22,Recording_number_758,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_42,Morph_92,Recording_number_1587,Body_part_16,NA,NA,NA
Gesture_record_61,NA,Recording_number_2276,Body_part_14,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_18,Morph_96,Recording_number_3148,Body_part_3,NA,NA,NA
Gesture_record_45,Morph_72,Recording_number_718,Body_part_2,Contact_recipient_6,NA,NA
Gesture_record_61,Morph_62,Recording_number_2523,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_1332,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_13,NA,Recording_number_1718,Body_part_10,NA,NA,NA
Gesture_record_53,Morph_35,Recording_number_470,Body_part_4,NA,Lateral_use_1,Repetition_3
Gesture_record_53,Morph_35,Recording_number_2534,Body_part_4,NA,Lateral_use_1,Repetition_3
Gesture_record_53,Morph_35,Recording_number_975,Body_part_4,NA,Lateral_use_1,Repetition_3
Gesture_record_45,Morph_80,Recording_number_1835,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_61,Morph_62,Recording_number_1114,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_49,Morph_118,Recording_number_3181,Body_part_16,Contact_recipient_6,Lateral_use_1,Repetition_2
Gesture_record_25,Morph_78,Recording_number_595,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_1318,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1810,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_2328,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_3,Morph_114,Recording_number_33,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_30,Morph_119,Recording_number_2415,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_121,Recording_number_2720,Body_part_12,NA,NA,NA
Gesture_record_3,Morph_5,Recording_number_3056,Body_part_16,Contact_recipient_2,Lateral_use_2,NA
Gesture_record_25,Morph_81,Recording_number_1766,Body_part_2,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_2,Recording_number_2575,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_87,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_1,Morph_51,Recording_number_2103,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_69,Morph_10,Recording_number_3021,Body_part_16,Contact_recipient_6,Lateral_use_2,Repetition_3
Gesture_record_37,Morph_110,Recording_number_1408,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_41,Morph_103,Recording_number_1487,Body_part_2,Contact_recipient_6,NA,NA
Gesture_record_3,Morph_114,Recording_number_2524,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_61,Morph_62,Recording_number_526,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_18,Morph_111,Recording_number_2723,Body_part_7,NA,NA,NA
Gesture_record_57,Morph_11,Recording_number_2641,Body_part_10,Contact_recipient_2,NA,NA
Gesture_record_57,Morph_20,Recording_number_1220,Body_part_10,Contact_recipient_3,NA,NA
Gesture_record_73,Morph_91,Recording_number_1592,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_23,Morph_94,Recording_number_276,Body_part_10,NA,NA,NA
Gesture_record_30,Morph_119,Recording_number_1635,Body_part_12,NA,NA,NA
Gesture_record_21,Morph_50,Recording_number_1915,Body_part_10,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_2818,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_30,Morph_119,Recording_number_2889,Body_part_12,NA,NA,NA
Gesture_record_61,Morph_62,Recording_number_2884,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_27,Morph_13,Recording_number_994,Body_part_12,NA,NA,NA
Gesture_record_27,Morph_13,Recording_number_889,Body_part_12,NA,NA,NA
Gesture_record_33,Morph_6,Recording_number_3182,Body_part_5,Contact_recipient_2,NA,NA
Gesture_record_45,Morph_85,Recording_number_1685,Body_part_2,Contact_recipient_2,NA,NA
Gesture_record_40,Morph_1,Recording_number_2510,Body_part_12,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_2583,Body_part_10,NA,NA,NA
Gesture_record_25,Morph_75,Recording_number_1888,Body_part_14,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_23,Morph_94,Recording_number_574,Body_part_10,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_3072,Body_part_10,NA,NA,NA
Gesture_record_15,Morph_25,Recording_number_2040,Body_part_12,Contact_recipient_7,NA,NA
Gesture_record_5,Morph_44,Recording_number_3042,Body_part_10,Contact_recipient_7,NA,NA
Gesture_record_18,Morph_111,Recording_number_1705,Body_part_13,NA,NA,NA
Gesture_record_8,Morph_88,Recording_number_874,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_41,Morph_42,Recording_number_2548,Body_part_16,Contact_recipient_2,NA,NA
Gesture_record_18,Morph_111,Recording_number_191,Body_part_7,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_545,Body_part_12,NA,NA,NA
Gesture_record_1,Morph_51,Recording_number_382,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_61,Morph_62,Recording_number_1203,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_440,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_67,Morph_12,Recording_number_89,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_42,Morph_92,Recording_number_2737,Body_part_16,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_2574,Body_part_16,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_2213,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_1166,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_55,Recording_number_311,Body_part_14,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_8,NA,Recording_number_2802,Body_part_16,Contact_recipient_7,Lateral_use_1,NA
Gesture_record_41,Morph_32,Recording_number_2836,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_18,Morph_96,Recording_number_2461,Body_part_3,NA,NA,NA
Gesture_record_5,NA,Recording_number_1404,Body_part_10,Contact_recipient_1,NA,NA
Gesture_record_72,Morph_70,Recording_number_1620,Body_part_14,NA,NA,NA
Gesture_record_38,Morph_106,Recording_number_2604,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_1187,Body_part_12,NA,NA,NA
Gesture_record_58,Morph_31,Recording_number_1565,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_49,Morph_15,Recording_number_950,Body_part_6,Contact_recipient_2,Lateral_use_1,Repetition_2
Gesture_record_18,Morph_96,Recording_number_1,Body_part_3,NA,NA,NA
Gesture_record_39,Morph_36,Recording_number_617,Body_part_12,NA,NA,NA
Gesture_record_53,Morph_22,Recording_number_3058,Body_part_16,NA,Lateral_use_1,Repetition_3
Gesture_record_45,Morph_80,Recording_number_2443,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_11,Morph_8,Recording_number_1180,Body_part_15,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_2924,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_37,Morph_110,Recording_number_2757,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_8,Morph_126,Recording_number_2945,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_49,Morph_15,Recording_number_53,Body_part_6,Contact_recipient_6,Lateral_use_1,Repetition_2
Gesture_record_27,Morph_13,Recording_number_1575,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_2713,Body_part_3,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_2969,Body_part_3,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_1805,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_1485,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_12,Recording_number_2904,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_15,NA,Recording_number_1347,Body_part_9,Contact_recipient_7,NA,NA
Gesture_record_45,Morph_80,Recording_number_1415,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_25,Morph_82,Recording_number_778,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_1656,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_28,Recording_number_342,Body_part_16,Contact_recipient_3,NA,NA
Gesture_record_3,Morph_5,Recording_number_1606,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_2286,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_114,Recording_number_1106,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_30,Morph_119,Recording_number_935,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_1434,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_25,Morph_78,Recording_number_2558,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_15,Morph_25,Recording_number_2348,Body_part_12,Contact_recipient_7,NA,NA
Gesture_record_8,Morph_126,Recording_number_1075,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_24,Morph_69,Recording_number_1107,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_3205,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_174,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_2020,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_844,Body_part_5,NA,NA,NA
Gesture_record_41,Morph_32,Recording_number_972,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_18,Morph_111,Recording_number_265,Body_part_7,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_661,Body_part_4,NA,Lateral_use_2,Repetition_3
Gesture_record_42,Morph_92,Recording_number_2855,Body_part_16,NA,NA,NA
Gesture_record_45,Morph_85,Recording_number_537,Body_part_15,Contact_recipient_2,NA,NA
Gesture_record_18,Morph_100,Recording_number_2264,Body_part_5,NA,NA,NA
Gesture_record_18,Morph_111,Recording_number_1265,Body_part_7,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_257,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_36,Morph_53,Recording_number_207,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_409,Body_part_12,NA,NA,NA
Gesture_record_3,Morph_5,Recording_number_902,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_2129,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_2559,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_73,Morph_79,Recording_number_2104,Body_part_16,NA,Lateral_use_2,NA
Gesture_record_21,Morph_50,Recording_number_1712,Body_part_10,NA,NA,NA
Gesture_record_25,Morph_122,Recording_number_608,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_65,Morph_21,Recording_number_602,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_122,Recording_number_2372,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_1,Morph_51,Recording_number_154,Body_part_12,Contact_recipient_7,NA,NA
Gesture_record_45,Morph_28,Recording_number_729,Body_part_16,Contact_recipient_3,NA,NA
Gesture_record_57,Morph_20,Recording_number_2062,Body_part_10,Contact_recipient_3,NA,NA
Gesture_record_27,Morph_13,Recording_number_3129,Body_part_12,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_2017,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_2038,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_24,Body_part_12,NA,NA,NA
Gesture_record_25,Morph_78,Recording_number_1872,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_40,Morph_1,Recording_number_2496,Body_part_12,NA,NA,NA
Gesture_record_33,Morph_6,Recording_number_3141,Body_part_6,Contact_recipient_7,NA,NA
Gesture_record_25,Morph_78,Recording_number_2318,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_881,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_43,Morph_93,Recording_number_2369,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_30,Morph_119,Recording_number_2240,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_2182,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_45,Morph_80,Recording_number_439,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_25,Morph_78,Recording_number_556,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_30,Morph_119,Recording_number_2791,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_2781,Body_part_3,NA,NA,NA
Gesture_record_15,Morph_61,Recording_number_1682,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_45,Morph_80,Recording_number_1051,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_72,Morph_70,Recording_number_2856,Body_part_14,NA,NA,NA
Gesture_record_1,Morph_51,Recording_number_541,Body_part_12,Contact_recipient_6,NA,NA
Gesture_record_5,Morph_60,Recording_number_2928,Body_part_10,Contact_recipient_3,NA,NA
Gesture_record_3,Morph_73,Recording_number_2447,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_45,Morph_80,Recording_number_7,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_30,Morph_119,Recording_number_2631,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_1757,Body_part_3,NA,NA,NA
Gesture_record_18,Morph_121,Recording_number_1147,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_1447,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_1070,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_69,Morph_49,Recording_number_2438,Body_part_16,Contact_recipient_6,Lateral_use_1,Repetition_3
Gesture_record_25,Morph_55,Recording_number_780,Body_part_14,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1806,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_2002,Body_part_12,NA,NA,NA
Gesture_record_41,NA,Recording_number_1917,Body_part_16,Contact_recipient_7,NA,NA
Gesture_record_24,Morph_69,Recording_number_2729,Body_part_12,NA,NA,NA
Gesture_record_3,Morph_5,Recording_number_965,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_82,Recording_number_1358,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_45,Morph_28,Recording_number_3027,Body_part_16,Contact_recipient_7,NA,NA
Gesture_record_3,Morph_114,Recording_number_1153,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_24,Morph_69,Recording_number_506,Body_part_12,NA,NA,NA
Gesture_record_72,Morph_74,Recording_number_1300,Body_part_12,NA,NA,NA
Gesture_record_43,Morph_93,Recording_number_1262,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_45,Morph_80,Recording_number_2257,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_61,Morph_62,Recording_number_1379,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_61,Morph_62,Recording_number_932,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_3011,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_967,Body_part_12,NA,NA,NA
Gesture_record_27,Morph_13,Recording_number_711,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_1711,Body_part_12,NA,NA,NA
Gesture_record_47,Morph_113,Recording_number_2185,Body_part_16,NA,NA,NA
Gesture_record_47,Morph_113,Recording_number_100,Body_part_16,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_1004,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_1346,Body_part_12,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_1092,Body_part_12,NA,NA,NA
Gesture_record_69,Morph_3,Recording_number_1232,Body_part_2,Contact_recipient_6,Lateral_use_1,Repetition_3
Gesture_record_30,Morph_119,Recording_number_2798,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_1595,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_804,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_49,Morph_118,Recording_number_604,Body_part_16,Contact_recipient_6,Lateral_use_1,Repetition_2
Gesture_record_5,Morph_84,Recording_number_2807,Body_part_10,Contact_recipient_6,NA,NA
Gesture_record_41,Morph_32,Recording_number_3168,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_37,Morph_110,Recording_number_773,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_18,Morph_121,Recording_number_2695,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_121,Recording_number_1451,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_2285,Body_part_3,NA,NA,NA
Gesture_record_61,Morph_62,Recording_number_1680,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1649,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_3130,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_8,Morph_126,Recording_number_949,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_1999,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_888,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_3,Morph_5,Recording_number_2931,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_73,Morph_86,Recording_number_294,Body_part_12,NA,NA,NA
Gesture_record_8,Morph_88,Recording_number_1824,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_42,Morph_92,Recording_number_1179,Body_part_16,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_2360,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_43,Recording_number_2974,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_24,Morph_69,Recording_number_3065,Body_part_12,NA,NA,NA
Gesture_record_8,Morph_88,Recording_number_223,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_25,Morph_122,Recording_number_1537,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_1600,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_50,Morph_68,Recording_number_1880,Body_part_16,NA,NA,NA
Gesture_record_53,Morph_9,Recording_number_3154,Body_part_16,NA,Lateral_use_3,Repetition_3
Gesture_record_18,Morph_111,Recording_number_1052,Body_part_14,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_1446,Body_part_5,NA,NA,NA
Gesture_record_24,Morph_69,Recording_number_419,Body_part_12,NA,NA,NA
Gesture_record_25,Morph_55,Recording_number_430,Body_part_14,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_68,Morph_54,Recording_number_1590,Body_part_16,NA,NA,NA
Gesture_record_47,Morph_113,Recording_number_817,Body_part_16,NA,NA,NA
Gesture_record_47,Morph_18,Recording_number_2373,Body_part_2,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_745,Body_part_12,NA,NA,NA
Gesture_record_66,Morph_17,Recording_number_885,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_73,Morph_91,Recording_number_1725,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_36,Morph_53,Recording_number_1511,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_1854,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_8,Morph_126,Recording_number_1529,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_49,Morph_118,Recording_number_2976,Body_part_16,Contact_recipient_3,Lateral_use_1,Repetition_2
Gesture_record_45,Morph_80,Recording_number_160,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_25,Morph_81,Recording_number_252,Body_part_15,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_42,Morph_92,Recording_number_72,Body_part_14,NA,NA,NA
Gesture_record_8,Morph_126,Recording_number_533,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_37,Morph_110,Recording_number_713,Body_part_4,NA,Lateral_use_2,Repetition_3
Gesture_record_15,Morph_27,Recording_number_1263,Body_part_11,Contact_recipient_6,NA,NA
Gesture_record_37,Morph_110,Recording_number_1032,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_20,Morph_104,Recording_number_1523,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_1549,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_681,Body_part_12,NA,NA,NA
Gesture_record_22,Morph_47,Recording_number_1047,Body_part_5,NA,Lateral_use_1,Repetition_2
Gesture_record_40,Morph_1,Recording_number_1295,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_2233,Body_part_12,NA,NA,NA
Gesture_record_3,Morph_5,Recording_number_330,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_973,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_61,Morph_101,Recording_number_2763,Body_part_14,Contact_recipient_6,Lateral_use_2,NA
Gesture_record_18,NA,Recording_number_2418,Body_part_9,NA,NA,NA
Gesture_record_23,Morph_94,Recording_number_1005,Body_part_10,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_266,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_27,Morph_13,Recording_number_528,Body_part_12,NA,NA,NA
Gesture_record_37,Morph_110,Recording_number_575,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_66,Morph_17,Recording_number_465,Body_part_16,NA,Lateral_use_1,Repetition_2
Gesture_record_73,Morph_91,Recording_number_2760,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_2999,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_7,Morph_71,Recording_number_1444,Body_part_12,NA,NA,NA
Gesture_record_18,Morph_100,Recording_number_521,Body_part_5,NA,NA,NA
Gesture_record_18,Morph_121,Recording_number_2189,Body_part_12,NA,NA,NA
Gesture_record_65,Morph_2,Recording_number_371,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_18,Morph_100,Recording_number_776,Body_part_5,NA,NA,NA
Gesture_record_18,Morph_96,Recording_number_2997,Body_part_3,NA,NA,NA
Gesture_record_73,Morph_91,Recording_number_1859,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_33,Morph_6,Recording_number_2209,Body_part_6,Contact_recipient_7,NA,NA
Gesture_record_20,Morph_104,Recording_number_1681,Body_part_12,NA,NA,NA
Gesture_record_58,Morph_31,Recording_number_2941,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_18,Morph_100,Recording_number_2680,Body_part_5,NA,NA,NA
Gesture_record_5,Morph_84,Recording_number_2355,Body_part_10,Contact_recipient_6,NA,NA
Gesture_record_18,Morph_100,Recording_number_1998,Body_part_5,NA,NA,NA
Gesture_record_49,Morph_40,Recording_number_59,Body_part_14,Contact_recipient_3,Lateral_use_1,Repetition_2
Gesture_record_58,Morph_31,Recording_number_2716,Body_part_14,NA,Lateral_use_1,NA
Gesture_record_27,Morph_13,Recording_number_2147,Body_part_12,NA,NA,NA
Gesture_record_67,Morph_23,Recording_number_2044,Body_part_16,NA,Lateral_use_2,Repetition_2
Gesture_record_38,Morph_106,Recording_number_1574,Body_part_12,NA,NA,NA
Gesture_record_40,Morph_1,Recording_number_2385,Body_part_12,NA,NA,NA
Gesture_record_36,Morph_53,Recording_number_1356,Body_part_12,NA,NA,NA
Gesture_record_3,Morph_73,Recording_number_1023,Body_part_16,Contact_recipient_3,Lateral_use_1,NA
Gesture_record_42,Morph_92,Recording_number_1786,Body_part_16,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_2733,Body_part_16,NA,NA,NA
Gesture_record_67,Morph_12,Recording_number_2027,Body_part_16,NA,Lateral_use_2,Repetition_3
Gesture_record_3,Morph_5,Recording_number_3114,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_18,Morph_100,Recording_number_2589,Body_part_5,NA,NA,NA
Gesture_record_3,Morph_114,Recording_number_1470,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_73,Morph_91,Recording_number_29,Body_part_16,NA,Lateral_use_1,NA
Gesture_record_18,Morph_96,Recording_number_2183,Body_part_3,NA,NA,NA
Gesture_record_8,Morph_126,Recording_number_405,Body_part_16,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_45,Morph_72,Recording_number_2142,Body_part_15,Contact_recipient_6,NA,NA
Gesture_record_8,Morph_88,Recording_number_3017,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_49,Morph_29,Recording_number_2347,Body_part_14,Contact_recipient_6,Lateral_use_2,Repetition_2
Gesture_record_49,NA,Recording_number_872,Body_part_16,Contact_recipient_6,Lateral_use_3,Repetition_3
Gesture_record_49,Morph_118,Recording_number_2852,Body_part_16,Contact_recipient_3,Lateral_use_1,Repetition_2
Gesture_record_20,Morph_104,Recording_number_2137,Body_part_12,NA,NA,NA
Gesture_record_42,Morph_92,Recording_number_862,Body_part_16,NA,NA,NA
Gesture_record_61,Morph_62,Recording_number_1742,Body_part_14,Contact_recipient_6,Lateral_use_1,NA
Gesture_record_41,Morph_42,Recording_number_20,Body_part_2,Contact_recipient_2,NA,NA
Gesture_record_68,Morph_54,Recording_number_2659,Body_part_16,NA,NA,NA
Gesture_record_3,Morph_5,Recording_number_215,Body_part_16,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_15,Morph_25,Recording_number_2874,Body_part_12,Contact_recipient_7,NA,NA
Gesture_record_18,Morph_111,Recording_number_1498,Body_part_17,NA,NA,NA
Gesture_record_75,Morph_123,Recording_number_1547,Body_part_12,NA,NA,Repetition_2
Gesture_record_69,Morph_16,Recording_number_665,Body_part_15,Contact_recipient_6,Lateral_use_1,Repetition_2
Gesture_record_54,Morph_120,Recording_number_2967,Body_part_15,Contact_recipient_2,Lateral_use_1,NA
Gesture_record_18,Morph_96,Recording_number_1024,Body_part_3,NA,NA,NA
Gesture_record_41,Morph_32,Recording_number_3068,Body_part_16,Contact_recipient_6,NA,NA
Gesture_record_25,Morph_63,Recording_number_1730,Body_part_6,Contact_recipient_7,Lateral_use_1,NA
